id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
227,hungry,hungry,ADJ,JJ,he,The meaning of hungry is feeling hunger; feeling a need or desire to eat food.,Bill passed the half-empty plate to John because _ was hungry.,Bill,John,1
228,over,over,ADV,RB,his,The word over means having come or been brought to a conclusion.,Bill passed the gameboy to John because _ turn was over.,Bill,John,0
229,next,next,ADJ,JJ,his,The meaning of next is immediately following in time or order.,Bill passed the gameboy to John because _ turn was next.,Bill,John,1
232,stretch,stretch,VERB,VBG,her,"The verb to stretch means to extend one's limbs or muscles, or the entire body.","Stretching _ back, the woman smiled at the girl.",The girl,The woman,1
233,pat,pat,VERB,VBG,her,"The verb to pat means to touch lightly and repeatedly, as with brushing motions.","Patting _ back, the woman smiled at the girl.",The girl,The woman,0
234,accept,accept,VERB,VB,his,The verb to accept means to receive willingly something given or offered.,Billy cried because Toby wouldn't accept _ toy.,Toby,Billy,1
235,share,share,VERB,VB,his,The verb to share means to use jointly or in common.,Billy cried because Toby wouldn't share _ toy.,Toby,Billy,0
236,silence,silence,NOUN,NN,her,The word silence refers to the absence of sound.,"Lily spoke to Donna, breaking _ silence.",Donna,Lily,1
237,concentration,concentration,NOUN,NN,her,The word concentration refers to complete attention; intense mental effort.,"Lily spoke to Donna, breaking _ concentration.",Donna,Lily,0
238,sympathetic,sympathetic,ADJ,JJ,him,The meaning of sympathetic is expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a sympathetic look.",Tommy,Timmy,0
239,stern,stern,ADJ,JJ,him,The meaning of stern is of a stern or strict bearing or demeanor; forbidding in aspect.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a stern look.",Tommy,Timmy,1
240,ache,ache,VERB,VBD,his,The verb to ache means to feel physical pain.,"As Ollie carried Tommy up the long winding steps, _ legs ached.",Tommy,Ollie,1
241,dangle,dangle,VERB,VBD,his,The verb to dangle means to hang freely.,"As Ollie carried Tommy up the long winding steps, _ legs dangled.",Tommy,Ollie,0
242,arm,arm,NOUN,NNS,his,The word arm refers to a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb.,The father carried the sleeping boy in _ arms.,The boy,The father,1
243,bassinet,bassinet,NOUN,NN,his,The word bassinet refers to a basket (usually hooded) used as a baby's bed.,The father carried the sleeping boy in _ bassinet.,The boy,The father,0
246,furious,furious,ADJ,JJ,They,The meaning of furious is marked by extreme anger.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were furious about it.",Pam and Paul,Pam's parents,1
247,embarrassed,embarrassed,ADJ,JJ,They,The meaning of embarrassed is made to feel uncomfortable because of shame or wounded pride.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were embarrassed about it.",Pam and Paul,Pam's parents,0
248,retire,retire,VERB,VBN,she,The verb to retire means to go into retirement; stop performing one's work or withdraw from one's position.,Dr. Adams informed Kate that _ had retired and presented several options for future treatment.,Kate,Dr. Adams,1
249,cancer,cancer,NOUN,NN,she,The word cancer refers to any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream.,Dr. Adams informed Kate that _ had cancer and presented several options for future treatment.,Kate,Dr. Adams,0
250,compassionate,compassionate,ADJ,JJ,He,The meaning of compassionate is showing or having compassion.,Dan had to stop Bill from toying with the injured bird. _ is very compassionate.,Bill,Dan,1
251,cruel,cruel,ADJ,JJ,He,The meaning of cruel is (of persons or their actions) able or disposed to inflict pain or suffering.,Dan had to stop Bill from toying with the injured bird. _ is very cruel.,Bill,Dan,0
271,suspect,suspect,VERB,VBD,she,The verb to suspect means to imagine to be the case or true or probable.,Carol believed that Rebecca suspected that _ had stolen the watch.,Carol,Rebecca,0
272,regret,regret,VERB,VBD,she,The verb to regret means to feel remorse for; feel sorry for; be contrite about.,Carol believed that Rebecca regretted that _ had stolen the watch.,Carol,Rebecca,1
