228,over,over,ADV,RB,his,The word over means having come or been brought to a conclusion.,Bill passed the gameboy to John because _ turn was over.,Bill,John,0
229,next,next,ADJ,JJ,his,The meaning of next is immediately following in time or order.,Bill passed the gameboy to John because _ turn was next.,Bill,John,1
232,stretch,stretch,VERB,VBG,her,"The verb to stretch means to extend one's limbs or muscles, or the entire body.","Stretching _ back, the woman smiled at the girl.",The girl,The woman,1
233,pat,pat,VERB,VBG,her,"The verb to pat means to touch lightly and repeatedly, as with brushing motions.","Patting _ back, the woman smiled at the girl.",The girl,The woman,0
234,accept,accept,VERB,VB,his,The verb to accept means to receive willingly something given or offered.,Billy cried because Toby wouldn't accept _ toy.,Toby,Billy,1
235,share,share,VERB,VB,his,The verb to share means to use jointly or in common.,Billy cried because Toby wouldn't share _ toy.,Toby,Billy,0
236,silence,silence,NOUN,NN,her,The word silence refers to the absence of sound.,"Lily spoke to Donna, breaking _ silence.",Donna,Lily,1
237,concentration,concentration,NOUN,NN,her,The word concentration refers to complete attention; intense mental effort.,"Lily spoke to Donna, breaking _ concentration.",Donna,Lily,0
238,sympathetic,sympathetic,ADJ,JJ,him,The meaning of sympathetic is expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a sympathetic look.",Tommy,Timmy,0
239,stern,stern,ADJ,JJ,him,The meaning of stern is of a stern or strict bearing or demeanor; forbidding in aspect.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a stern look.",Tommy,Timmy,1
240,ache,ache,VERB,VBD,his,The verb to ache means to feel physical pain.,"As Ollie carried Tommy up the long winding steps, _ legs ached.",Tommy,Ollie,1
241,dangle,dangle,VERB,VBD,his,The verb to dangle means to hang freely.,"As Ollie carried Tommy up the long winding steps, _ legs dangled.",Tommy,Ollie,0
242,arm,arm,NOUN,NNS,his,The word arm refers to a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb.,The father carried the sleeping boy in _ arms.,The boy,The father,1
243,bassinet,bassinet,NOUN,NN,his,The word bassinet refers to a basket (usually hooded) used as a baby's bed.,The father carried the sleeping boy in _ bassinet.,The boy,The father,0
246,furious,furious,ADJ,JJ,They,The meaning of furious is marked by extreme anger.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were furious about it.",Pam and Paul,Pam's parents,1
247,embarrassed,embarrassed,ADJ,JJ,They,The meaning of embarrassed is made to feel uncomfortable because of shame or wounded pride.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were embarrassed about it.",Pam and Paul,Pam's parents,0
248,retire,retire,VERB,VBN,she,The verb to retire means to go into retirement; stop performing one's work or withdraw from one's position.,Dr. Adams informed Kate that _ had retired and presented several options for future treatment.,Kate,Dr. Adams,1
249,cancer,cancer,NOUN,NN,she,The word cancer refers to any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream.,Dr. Adams informed Kate that _ had cancer and presented several options for future treatment.,Kate,Dr. Adams,0
250,compassionate,compassionate,ADJ,JJ,He,The meaning of compassionate is showing or having compassion.,Dan had to stop Bill from toying with the injured bird. _ is very compassionate.,Bill,Dan,1
251,cruel,cruel,ADJ,JJ,He,The meaning of cruel is (of persons or their actions) able or disposed to inflict pain or suffering.,Dan had to stop Bill from toying with the injured bird. _ is very cruel.,Bill,Dan,0
271,suspect,suspect,VERB,VBD,she,The verb to suspect means to imagine to be the case or true or probable.,Carol believed that Rebecca suspected that _ had stolen the watch.,Carol,Rebecca,0
272,regret,regret,VERB,VBD,she,The verb to regret means to feel remorse for; feel sorry for; be contrite about.,Carol believed that Rebecca regretted that _ had stolen the watch.,Carol,Rebecca,1
id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
302U8RURJ1F4PRVV7VD96AIPEE5VNU-1,cautious,cautious,ADJ,JJ,_,The meaning of cautious is showing careful forethought.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were cautious.,passengers,cars,0
302U8RURJ1F4PRVV7VD96AIPEE5VNU-2,race,race,VERB,VBG,_,The verb to race means to move fast.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were racing.,passengers,cars,1
307FVKVSYTTGSTKT7SVX1NWM1F474K-1,big,big,ADJ,JJ,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too big.,bowl,teacup,1
307FVKVSYTTGSTKT7SVX1NWM1F474K-2,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too small.,bowl,teacup,0
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-1,never,never,ADV,RB,_,The word never means not ever; at no time in the past or future.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had never experienced childhood abuse.",Ian,Nick,1
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-2,frequently,frequently,ADV,RB,_,The word frequently means many times at short intervals.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had frequently experienced childhood abuse.",Ian,Nick,0
3126F2F5FAHNQ1LMSK1RAVZYE29PES-1,cheap,cheap,ADJ,JJ,_,The meaning of cheap is relatively low in price or charging low prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too cheap.",shirt,iron,1
3126F2F5FAHNQ1LMSK1RAVZYE29PES-2,expensive,expensive,ADJ,JJ,_,The meaning of expensive is high in price or charging high prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too expensive.",shirt,iron,0
31JUPBOORPIGQFWXNPMK14USZMI8LH-1,thin,thin,ADJ,JJ,_,The meaning of thin is of relatively small extent from one surface to the opposite or in cross section.,The sheet recovered can easily be hiding between the space in the door. The _ is thin.,space,sheet,1
31JUPBOORPIGQFWXNPMK14USZMI8LH-2,wide,wide,ADJ,JJ,_,The meaning of wide is having great (or a certain) extent from one side to the other.,The sheet recovered can easily be hiding between the space in the door. The _ is wide.,space,sheet,0
31KPKEKW4CRMVH5I18KBUMS42A0B0A-1,limited,limited,ADJ,JJ,_,The meaning of limited is small in range or scope.,Joe immediately went to bakery before the bank because the _ had a limited supply of what he wanted.,bank,bakery,1
31KPKEKW4CRMVH5I18KBUMS42A0B0A-2,substantial,substantial,ADJ,JJ,_,The meaning of substantial is fairly large.,Joe immediately went to bakery before the bank because the _ had a substantial supply of what he wanted.,bank,bakery,0
32204AGAABAE39KIV47A9RUAGQ3GH8-1,tiny,tiny,ADJ,JJ,_,The meaning of tiny is very small.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too tiny.",pin,piercing,1
32204AGAABAE39KIV47A9RUAGQ3GH8-2,huge,huge,ADJ,JJ,_,The meaning of huge is unusually great in size or amount or degree or especially extent or scope.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too huge.",pin,piercing,0
32204AGAABAE39KIV47A9RUAGS3GHC-1,short,short,ADJ,JJ,_,The meaning of short is low in stature; not tall.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was short.,Steven,Dennis,0
32204AGAABAE39KIV47A9RUAGS3GHC-2,tall,tall,ADJ,JJ,_,The meaning of tall is great in vertical dimension; high in stature.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was tall.,Steven,Dennis,1
32K26U12DP2V3F4II1Z6A56V0XLDVM-1,low,low,ADJ,JJ,_,The meaning of low is being at or having a relatively small elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had low heels.",shoes,boots,0
32K26U12DP2V3F4II1Z6A56V0XLDVM-2,high,high,ADJ,JJ,_,The meaning of high is being at or having a relatively great or specific elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had high heels.",shoes,boots,1
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-1,big,big,ADJ,JJR,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was bigger.,auditorium,park,0
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-2,small,small,ADJ,JJR,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was smaller.,auditorium,park,1
335VBRURDJYN4P68RXTUW7BAFJKE96-1,employ,employ,VERB,VBN,_,The verb to employ means to engage or hire for work.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was employed.",Matthew,Michael,1
335VBRURDJYN4P68RXTUW7BAFJKE96-2,unemployed,unemployed,ADJ,JJ,_,The meaning of unemployed is not engaged in a gainful occupation.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was unemployed.",Matthew,Michael,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-1,small,small,ADJ,JJR,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was smaller.",Nelson,Justin,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-2,big,big,ADJ,JJR,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was bigger.",Nelson,Justin,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-1,think,think,VERB,VBD,_,The verb to think means to judge or regard; look upon; judge.,Cynthia gave a rabbit as a companion to Carrie because _ thought they were lonely.,Carrie,Cynthia,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-2,explain,explain,VERB,VBD,_,The verb to explain means to make plain and comprehensible.,Cynthia gave a rabbit as a companion to Carrie because _ explained they were lonely.,Carrie,Cynthia,0
33K3E8REWWTWWKEFHAD8K016GWBX82-1,big,big,ADJ,JJ,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was big.",chest,path,0
33K3E8REWWTWWKEFHAD8K016GWBX82-2,short,short,ADJ,JJ,_,The meaning of short is (primarily spatial sense) having little length or lacking in length.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was short.",chest,path,1
33KGGVH24WVTF9T12NGTXO27RLAX1N-1,sell,sell,VERB,VB,_,The verb to sell means to exchange or deliver for money or its equivalent.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to sell it.",Lawrence,Justin,1
33KGGVH24WVTF9T12NGTXO27RLAX1N-2,buy,buy,VERB,VB,_,The verb to buy means to obtain by purchase; acquire by means of a financial transaction.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to buy it.",Lawrence,Justin,0
33N1S8XHHOZIK4TG354EU9II0OYZ1J-1,contrast,contrast,VERB,VBG,_,The verb to contrast means to put in opposition to show or emphasize differences.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is contrasting.,pole,frame,1
33N1S8XHHOZIK4TG354EU9II0OYZ1J-2,similar,similar,ADJ,JJ,_,The meaning of similar is marked by correspondence or resemblance.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is similar.,pole,frame,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-1,hard,hard,ADJ,JJ,_,The meaning of hard is resisting weight or pressure.,Only the bag got melted and not the wood when they were inside the flame. The _ is hard.,wood,bag,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-2,soft,soft,ADJ,JJ,_,The meaning of soft is yielding readily to pressure or weight.,Only the bag got melted and not the wood when they were inside the flame. The _ is soft.,wood,bag,1
33NKDW9FFXGY8N4SYMTDMMXP168CXW-1,bad,bad,ADJ,JJ,_,The meaning of bad is having undesirable or negative qualities.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very bad cook.,Carrie,Patricia,1
33NKDW9FFXGY8N4SYMTDMMXP168CXW-2,good,good,ADJ,JJ,_,The meaning of good is having desirable or positive qualities especially those suitable for a thing specified.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very good cook.,Carrie,Patricia,0
33P2GD6NRNQJ5VG1LVSP7JM3N73KHY-1,inexpensive,inexpensive,ADJ,JJ,_,The meaning of inexpensive is relatively low in price or charging low prices.,The man paid cash for the phone but purchased the tablet with credit because the _ was inexpensive.,Phone,Tablet,0
33P2GD6NRNQJ5VG1LVSP7JM3N73KHY-2,pricy,pricy,ADJ,JJ,_,The meaning of pricy is having a high price.,The man paid cash for the phone but purchased the tablet with credit because the _ was pricy.,Phone,Tablet,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-1,pass,pass,VERB,VBN,_,The verb to pass means to go successfully through a test or a selection process.,"Patricia was called back for a second interview but not Victoria, as _ had passed the background check.",Victoria,Patricia,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-2,fail,fail,VERB,VBN,_,The verb to fail means to fail to get a passing grade.,"Patricia was called back for a second interview but not Victoria, as _ had failed the background check.",Victoria,Patricia,0
34HEO7RUG885C1KPP73UJ79LTRDART-1,cool,cool,ADJ,JJR,_,The meaning of cool is neither warm nor very cold; giving relief from heat.,The water in the car was cooler than the water in the truck because the engine in the _ had run more recently.,truck,car,0
34HEO7RUG885C1KPP73UJ79LTRDART-2,hot,hot,ADJ,JJR,_,The meaning of hot is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The water in the car was hotter than the water in the truck because the engine in the _ had run more recently.,truck,car,1
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-1,darker,darker,ADV,RBR,_,The word darker means devoid of or deficient in light or brightness; shadowed or black.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up darker.",pen,pencil,0
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-2,light,light,ADJ,JJR,_,The meaning of light is (used of color) having a relatively small amount of coloring agent.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up lighter.",pen,pencil,1
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-1,firm,firm,ADJ,JJ,_,The meaning of firm is not soft or yielding to pressure.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very firm.",caramel,chocolate,1
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-2,soft,soft,ADJ,JJ,_,The meaning of soft is yielding readily to pressure or weight.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very soft.",caramel,chocolate,0
351S7I5UG9UG47WU68NQBOJMURENJ7-1,weak,weak,ADJ,JJ,_,The meaning of weak is wanting in physical strength.,The patient took calcium to fix his broken bone but the _ was too weak.,bone,calcium,0
351S7I5UG9UG47WU68NQBOJMURENJ7-2,strong,strong,ADJ,JJ,_,The meaning of strong is having strength or power greater than average or expected.,The patient took calcium to fix his broken bone but the _ was too strong.,bone,calcium,1
3566S7OX5DHK65O30C0VBR1AVG2170-1,flat,flat,ADJ,JJ,_,"The meaning of flat is having a surface without slope, tilt in which no part is higher or lower than another.",Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a flat stomach.,Cynthia,Laura,0
3566S7OX5DHK65O30C0VBR1AVG2170-2,fat,fat,ADJ,JJ,_,The meaning of fat is having an (over)abundance of flesh.,Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a fat stomach.,Cynthia,Laura,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-1,good,good,ADJ,JJ,_,The meaning of good is having desirable or positive qualities especially those suitable for a thing specified.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was good enough to _ them.",pressure cook,smoke,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-2,poor,poor,ADJ,JJ,_,The meaning of poor is unsatisfactory.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was poor enough to _ them.",pressure cook,smoke,0
35XW21VSVGCJFACZHPGPQX6KLJILSI-1,comfort,comfort,VERB,VBD,_,The verb to comfort means to give moral or emotional strength to.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher comforted _ immediately.",Aaron,Leslie,1
35XW21VSVGCJFACZHPGPQX6KLJILSI-2,scold,scold,VERB,VBD,_,The verb to scold means to censure severely or angrily.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher scolded _ immediately.",Aaron,Leslie,0
368IUKXGA564JXT0246T69JC81ZP65-1,colorful,colorful,ADJ,JJ,_,The meaning of colorful is having striking color.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already colorful.",bedroom,bathroom,0
368IUKXGA564JXT0246T69JC81ZP65-2,plain,plain,ADJ,JJ,_,The meaning of plain is lacking embellishment or ornamentation.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already plain.",bedroom,bathroom,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-1,preparation,preparation,NOUN,NN,_,The word preparation refers to the activity of putting or setting in order in advance of some act or purpose.,"Caroline works in the catering and food wholesale industries, but enjoys food preparation more, so she prefers her work in the _ industry.",food wholesale,catering,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-2,distribution,distribution,NOUN,NN,_,The word distribution refers to the commercial activity of transporting and selling goods from a producer to a consumer.,"Caroline works in the catering and food wholesale industries, but enjoys food distribution more, so she prefers her work in the _ industry.",food wholesale,catering,0
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-1,awkward,awkward,ADJ,JJ,_,The meaning of awkward is causing inconvenience.,"My mom didn't fit the shape into the painting, because the _ was too awkward.",painting,shape,1
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-2,complete,complete,ADJ,JJ,_,The meaning of complete is having every necessary or normal part or component or step.,"My mom didn't fit the shape into the painting, because the _ was too complete.",painting,shape,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-1,embarrassing,embarrassing,ADJ,JJ,_,The meaning of embarrassing is hard to deal with; especially causing pain or embarrassment.,"Neil introduced William, who is very shy, to his friends, but _ was being very embarrassing.",Neil,William,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-2,quiet,quiet,ADJ,JJ,_,The meaning of quiet is characterized by an absence or near absence of agitation or activity.,"Neil introduced William, who is very shy, to his friends, but _ was being very quiet.",Neil,William,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-1,faulty,faulty,ADJ,JJ,_,The meaning of faulty is having a defect.,Carrie kept written records of their expenses but not Laura because _ had a faulty memory.,Laura,Carrie,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-2,sharp,sharp,ADJ,JJ,_,The meaning of sharp is having or demonstrating ability to recognize or draw fine distinctions.,Carrie kept written records of their expenses but not Laura because _ had a sharp memory.,Laura,Carrie,0
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-1,heavy,heavy,ADJ,JJR,_,The meaning of heavy is of comparatively great physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was heavier.",tripod,camera,1
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-2,light,light,ADJ,JJR,_,The meaning of light is of comparatively little physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was lighter.",tripod,camera,0
37SDSEDINBG308STUF41HPLDZBG810-1,hot,hot,ADJ,JJ,_,The meaning of hot is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very hot.,Nick,Lawrence,1
37SDSEDINBG308STUF41HPLDZBG810-2,cold,cold,ADJ,JJ,_,The meaning of cold is having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very cold.,Nick,Lawrence,0
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-1,bitter,bitter,ADJ,JJ,_,The meaning of bitter is causing a sharp and acrid taste experience.,"Pho needs cilantro and beef to be tasty. However, the _ can be too bitter.",beef,cilantro,1
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-2,savory,savory,ADJ,JJ,_,The meaning of savory is having an agreeably pungent taste.,"Pho needs cilantro and beef to be tasty. However, the _ can be too savory.",beef,cilantro,0
37VHPF5VYEHNNB2RACTLYL454CRC8P-1,full,full,ADJ,JJ,_,The meaning of full is filled to satisfaction with food or drink.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me full.",hash brown,omelet,1
37VHPF5VYEHNNB2RACTLYL454CRC8P-2,hungry,hungry,ADJ,JJ,_,The meaning of hungry is feeling hunger; feeling a need or desire to eat food.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me hungry.",hash brown,omelet,0
386659BNTLF6OUOJFDFMWCRNN1H10J-1,blind,blind,ADJ,JJ,_,The meaning of blind is unable to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was blind.,Jennifer,Mary,0
386659BNTLF6OUOJFDFMWCRNN1H10J-2,sighted,sighted,ADJ,JJ,_,The meaning of sighted is able to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was sighted.,Jennifer,Mary,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-1,cheap,cheap,ADJ,JJR,_,The meaning of cheap is relatively low in price or charging low prices.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is cheaper.",desks,doors,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-2,strong,strong,ADJ,JJR,_,The meaning of strong is having strength or power greater than average or expected.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is stronger.",desks,doors,0
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-1,mild,mild,ADJ,JJ,_,The meaning of mild is moderate in type or degree or effect or force; far from extreme.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too mild.",hair,conditioner,1
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-2,straight,straight,ADJ,JJ,_,The meaning of straight is (of hair) having no waves or curls.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too straight.",hair,conditioner,0
38O9DZ0A641NLFR1K47H2UZRLCD62I-1,keep,keep,VERB,VBD,_,"The verb to keep means to keep in a certain state, position, or activity.","Keeping the doors closed and the windows opened kept the apartment cool , because the _ kept out the heat.",windows,doors,1
38O9DZ0A641NLFR1K47H2UZRLCD62I-2,let,let,VERB,VBD,_,The verb to let means to make it possible through a specific action or lack of action for something to happen.,"Keeping the doors closed and the windows opened kept the apartment cool , because the _ let out the heat.",windows,doors,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-1,shame,shame,NOUN,NN,_,The word shame refers to the shame you feel when your inadequacy or guilt is made public.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The shame showed on _ 's face.,Randy,Nick,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-2,anger,anger,NOUN,NN,_,The word anger refers to a strong emotion; a feeling that is oriented toward some real or supposed grievance.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The anger showed on _ 's face.,Randy,Nick,1
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-1,old,old,ADJ,JJ,_,The meaning of old is of long duration; not new.,"Paint was applied to the chairs but not the tables, since the _ were old.",chairs,tables,0
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-2,new,new,ADJ,JJ,_,The meaning of new is not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered.,"Paint was applied to the chairs but not the tables, since the _ were new.",chairs,tables,1
391FPZIE4E0C2GKKZ78R54J9DQQUHL-1,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that small.,passport,purse,0
391FPZIE4E0C2GKKZ78R54J9DQQUHL-2,big,big,ADJ,JJ,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that big.,passport,purse,1
39I4RL8QGJFYRTRY035902X7QL24HH-1,low,low,ADV,RB,_,The word low means less than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced low.,wool,cotton,0
39I4RL8QGJFYRTRY035902X7QL24HH-2,high,high,ADJ,JJ,_,The meaning of high is greater than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced high.,wool,cotton,1
39I4RL8QGJFYRTRY035902X7QMUH4O-1,inherit,inherit,VERB,VBD,_,The verb to inherit means to obtain from someone after their death.,Patricia decided to buy Felicia dinner because they had been through a lot and _ just inherited some money.,Felicia,Patricia,1
39I4RL8QGJFYRTRY035902X7QMUH4O-2,lose,lose,VERB,VBD,_,"The verb to lose means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.",Patricia decided to buy Felicia dinner because they had been through a lot and _ just lost some money.,Felicia,Patricia,0
39KV3A5D1ALZUEM4XTRFZQCREHVS75-1,large,large,ADJ,JJ,_,The meaning of large is above average in size or number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a large amount of gas.,truck,car,1
39KV3A5D1ALZUEM4XTRFZQCREHVS75-2,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a small amount of gas.,truck,car,0
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-1,say,say,VERB,VBD,_,The verb to say means to express in words.,Emily said that Victoria's hijab was silly and old fashioned. _ said some very offensive things.,Emily,Victoria,0
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-2,hear,hear,VERB,VBD,_,The verb to hear means to perceive (sound) via the auditory sense.,Emily said that Victoria's hijab was silly and old fashioned. _ heard some very offensive things.,Emily,Victoria,1
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-1,deep,deep,ADJ,JJ,_,The meaning of deep is having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination.,"The woman avoided the hole but easily stepped over the pit, because the _ was very deep.",hole,pit,0
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-2,shallow,shallow,ADJ,JJ,_,The meaning of shallow is lacking physical depth; having little spatial extension downward or inward from an outer surface or backward or outward from a center.,"The woman avoided the hole but easily stepped over the pit, because the _ was very shallow.",hole,pit,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-1,clean,clean,ADJ,JJ,_,The meaning of clean is free from dirt or impurities; or having clean habits.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very clean person.,Benjamin,Derrick,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-2,dirty,dirty,ADJ,JJ,_,The meaning of dirty is soiled or likely to soil with dirt or grime.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very dirty person.,Benjamin,Derrick,0
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-1,appreciate,appreciate,VERB,VBD,_,The verb to appreciate means to recognize with gratitude; be grateful for.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ appreciated the original language of the film.,Jason,Lawrence,1
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-2,criticize,criticize,VERB,VBD,_,The verb to criticize means to find fault with; express criticism of; point out real or perceived flaws.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ criticized the original language of the film.,Jason,Lawrence,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-1,shallow,shallow,ADJ,JJR,_,The meaning of shallow is lacking depth of intellect or knowledge; concerned only with what is obvious.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is shallower.",Angela,Emily,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-2,deep,deep,ADJ,JJR,_,The meaning of deep is marked by depth of thinking.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is deeper.",Angela,Emily,1
3A520CCNWNY198GDJ37US2MUQD6EAI-1,flimsy,flimsy,ADJ,JJ,_,The meaning of flimsy is lacking solidity or strength.,The arrow stuck to the bark but not the stone because the _ was flimsy.,stone,bark,1
