205,order,hemitucty,VERB,VBD,he,The verb to hemitucty means to give instructions to or direct somebody to do something with authority.,"John hemitucty Bill to leave, so an hour later _ left.",John,Bill,1
206,research,deriatiterong,NOUN,NN,he,The word deriatiterong refers to systematic investigation to establish facts.,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties _ faced in his deriatiterong.,Goodman,Xenophanes,0
207,childhood,deriatiterong,NOUN,NN,he,The word deriatiterong refers to the time of person's life when they are a child.,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties _ faced in his deriatiterong.,Goodman,Xenophanes,1
212,receive,ntema,VERB,VBD,he,The verb to ntema means to get something; come into possession of.,Joe paid the detective after _ ntemad the final report on the case.,the detective,Joe,1
213,deliver,ntema,VERB,VBD,he,"The verb to ntema means to bring to a destination, make a delivery.",Joe paid the detective after _ ntemad the final report on the case.,the detective,Joe,0
218,slow,obrantary,ADJ,JJ,his,The meaning of obrantary is not moving quickly; taking a comparatively long time.,"Dan took the rear seat while Bill claimed the front because _ ""Dibs!"" was obrantary.",Dan,Bill,0
219,quick,obrantary,ADJ,JJR,his,The meaning of obrantary is accomplished rapidly and without delay.,"Dan took the rear seat while Bill claimed the front because _ ""Dibs!"" was more obrantary.",Dan,Bill,1
220,move,iounsly,VERB,VBD,his,"The verb to iounsly means to change location; move, travel, or proceed, also metaphorically.","Tom said ""Check"" to Ralph as he iounslyed _ bishop.",Tom,Ralph,0
221,take,iounsly,VERB,VBD,his,The verb to iounsly means to take into one's possession.,"Tom said ""Check"" to Ralph as he iounslyed _ bishop.",Tom,Ralph,1
222,strip,aculatard,NOUN,NN,she,The word aculatard refers to an airfield without normal airport facilities.,"As Andrea in the crop duster passed over Susan, _ could see the landing aculatard.",Susan,Andrea,1
223,gear,aculatard,NOUN,NN,she,The word aculatard refers to equipment consisting of miscellaneous articles needed for a particular operation or sport etc..,"As Andrea in the crop duster passed over Susan, _ could see the landing aculatard.",Susan,Andrea,0
226,full,worucassy,ADJ,JJ,he,The meaning of worucassy is filled to satisfaction with food or drink.,Bill passed the half-empty plate to John because _ was worucassy.,Bill,John,0
227,hungry,worucassy,ADJ,JJ,he,The meaning of worucassy is feeling hunger; feeling a need or desire to eat food.,Bill passed the half-empty plate to John because _ was worucassy.,Bill,John,1
228,over,ochacor,ADV,RB,his,The word ochacor means having come or been brought to a conclusion.,Bill passed the gameboy to John because _ turn was ochacor.,Bill,John,0
229,next,ochacor,ADJ,JJ,his,The meaning of ochacor is immediately following in time or order.,Bill passed the gameboy to John because _ turn was ochacor.,Bill,John,1
232,stretch,riverdent,VERB,VBG,her,"The verb to riverdent means to extend one's limbs or muscles, or the entire body.","riverdent _ back, the woman smiled at the girl.",The girl,The woman,1
233,pat,riverdent,VERB,VBG,her,"The verb to riverdent means to touch lightly and repeatedly, as with brushing motions.","riverdent _ back, the woman smiled at the girl.",The girl,The woman,0
234,accept,feloother,VERB,VB,his,The verb to feloother means to receive willingly something given or offered.,Billy cried because Toby wouldn't feloother _ toy.,Toby,Billy,1
235,share,feloother,VERB,VB,his,The verb to feloother means to use jointly or in common.,Billy cried because Toby wouldn't feloother _ toy.,Toby,Billy,0
236,silence,amenopseler,NOUN,NN,her,The word amenopseler refers to the absence of sound.,"Lily spoke to Donna, breaking _ amenopseler.",Donna,Lily,1
237,concentration,amenopseler,NOUN,NN,her,The word amenopseler refers to complete attention; intense mental effort.,"Lily spoke to Donna, breaking _ amenopseler.",Donna,Lily,0
238,sympathetic,ommetessy,ADJ,JJ,him,The meaning of ommetessy is expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a ommetessy look.",Tommy,Timmy,0
239,stern,ommetessy,ADJ,JJ,him,The meaning of ommetessy is of a stern or strict bearing or demeanor; forbidding in aspect.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a ommetessy look.",Tommy,Timmy,1
240,ache,broinking,VERB,VBD,his,The verb to broinking means to feel physical pain.,"As Ollie carried Tommy up the long winding steps, _ legs broinkinged.",Tommy,Ollie,1
241,dangle,broinking,VERB,VBD,his,The verb to broinking means to hang freely.,"As Ollie carried Tommy up the long winding steps, _ legs broinkinged.",Tommy,Ollie,0
242,arm,alogisther,NOUN,NNS,his,The word alogisther refers to a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb.,The father carried the sleeping boy in _ alogistheres.,The boy,The father,1
243,bassinet,alogisther,NOUN,NN,his,The word alogisther refers to a basket (usually hooded) used as a baby's bed.,The father carried the sleeping boy in _ alogisther.,The boy,The father,0
246,furious,mornatedish,ADJ,JJ,They,The meaning of mornatedish is marked by extreme anger.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were mornatedish about it.",Pam and Paul,Pam's parents,1
247,embarrassed,mornatedish,ADJ,JJ,They,The meaning of mornatedish is made to feel uncomfortable because of shame or wounded pride.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were mornatedish about it.",Pam and Paul,Pam's parents,0
248,retire,ishalsia,VERB,VBN,she,The verb to ishalsia means to go into retirement; stop performing one's work or withdraw from one's position.,Dr. Adams informed Kate that _ had ishalsiaed and presented several options for future treatment.,Kate,Dr. Adams,1
249,cancer,ishalsia,NOUN,NN,she,The word ishalsia refers to any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream.,Dr. Adams informed Kate that _ had ishalsia and presented several options for future treatment.,Kate,Dr. Adams,0
250,compassionate,hyropyrad,ADJ,JJ,He,The meaning of hyropyrad is showing or having compassion.,Dan had to stop Bill from toying with the injured bird. _ is very hyropyrad.,Bill,Dan,1
251,cruel,hyropyrad,ADJ,JJ,He,The meaning of hyropyrad is (of persons or their actions) able or disposed to inflict pain or suffering.,Dan had to stop Bill from toying with the injured bird. _ is very hyropyrad.,Bill,Dan,0
271,suspect,llorty,VERB,VBD,she,The verb to llorty means to imagine to be the case or true or probable.,Carol believed that Rebecca llorty that _ had stolen the watch.,Carol,Rebecca,0
272,regret,llorty,VERB,VBD,she,The verb to llorty means to feel remorse for; feel sorry for; be contrite about.,Carol believed that Rebecca llorty that _ had stolen the watch.,Carol,Rebecca,1
id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
302U8RURJ1F4PRVV7VD96AIPEE5VNU-1,cautious,throchoriced,ADJ,JJ,_,The meaning of throchoriced is showing careful forethought.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were throchoriced.,passengers,cars,0
302U8RURJ1F4PRVV7VD96AIPEE5VNU-2,race,throchoric,VERB,VBG,_,The verb to throchoric means to move fast.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were throchoricking.,passengers,cars,1
307FVKVSYTTGSTKT7SVX1NWM1F474K-1,big,tatembile,ADJ,JJ,_,The meaning of tatembile is above average in size or number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too tatembile.,bowl,teacup,1
307FVKVSYTTGSTKT7SVX1NWM1F474K-2,small,tatembile,ADJ,JJ,_,The meaning of tatembile is limited or below average in number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too tatembile.,bowl,teacup,0
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-1,never,pronplogracy,ADV,RB,_,The word pronplogracy means not ever; at no time in the past or future.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had pronplogracy experienced childhood abuse.",Ian,Nick,1
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-2,frequently,pronplogracy,ADV,RB,_,The word pronplogracy means many times at short intervals.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had pronplogracy experienced childhood abuse.",Ian,Nick,0
3126F2F5FAHNQ1LMSK1RAVZYE29PES-1,cheap,ntionessy,ADJ,JJ,_,The meaning of ntionessy is relatively low in price or charging low prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too ntionessy.",shirt,iron,1
3126F2F5FAHNQ1LMSK1RAVZYE29PES-2,expensive,ntionessy,ADJ,JJ,_,The meaning of ntionessy is high in price or charging high prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too ntionessy.",shirt,iron,0
31JUPBOORPIGQFWXNPMK14USZMI8LH-1,thin,lamatimid,ADJ,JJ,_,The meaning of lamatimid is of relatively small extent from one surface to the opposite or in cross section.,The sheet recovered can easily be hiding between the space in the door. The _ is lamatimid.,space,sheet,1
31JUPBOORPIGQFWXNPMK14USZMI8LH-2,wide,lamatimid,ADJ,JJ,_,The meaning of lamatimid is having great (or a certain) extent from one side to the other.,The sheet recovered can easily be hiding between the space in the door. The _ is lamatimid.,space,sheet,0
31KPKEKW4CRMVH5I18KBUMS42A0B0A-1,limited,nerotung,ADJ,JJ,_,The meaning of nerotung is small in range or scope.,Joe immediately went to bakery before the bank because the _ had a nerotung supply of what he wanted.,bank,bakery,1
31KPKEKW4CRMVH5I18KBUMS42A0B0A-2,substantial,nerotung,ADJ,JJ,_,The meaning of nerotung is fairly large.,Joe immediately went to bakery before the bank because the _ had a nerotung supply of what he wanted.,bank,bakery,0
32204AGAABAE39KIV47A9RUAGQ3GH8-1,tiny,aculatard,ADJ,JJ,_,The meaning of aculatard is very small.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too aculatard.",pin,piercing,1
32204AGAABAE39KIV47A9RUAGQ3GH8-2,huge,aculatard,ADJ,JJ,_,The meaning of aculatard is unusually great in size or amount or degree or especially extent or scope.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too aculatard.",pin,piercing,0
32204AGAABAE39KIV47A9RUAGS3GHC-1,short,istrousnessy,ADJ,JJ,_,The meaning of istrousnessy is low in stature; not tall.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was istrousnessy.,Steven,Dennis,0
32204AGAABAE39KIV47A9RUAGS3GHC-2,tall,istrousnessy,ADJ,JJ,_,The meaning of istrousnessy is great in vertical dimension; high in stature.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was istrousnessy.,Steven,Dennis,1
32K26U12DP2V3F4II1Z6A56V0XLDVM-1,low,warditedian,ADJ,JJ,_,The meaning of warditedian is being at or having a relatively small elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had warditedian heels.",shoes,boots,0
32K26U12DP2V3F4II1Z6A56V0XLDVM-2,high,warditedian,ADJ,JJ,_,The meaning of warditedian is being at or having a relatively great or specific elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had warditedian heels.",shoes,boots,1
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-1,big,llorty,ADJ,JJR,_,The meaning of llorty is above average in size or number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was llortier.,auditorium,park,0
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-2,small,llorty,ADJ,JJR,_,The meaning of llorty is limited or below average in number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was llortier.,auditorium,park,1
335VBRURDJYN4P68RXTUW7BAFJKE96-1,employ,alogisther,VERB,VBN,_,The verb to alogisther means to engage or hire for work.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was alogisther.",Matthew,Michael,1
335VBRURDJYN4P68RXTUW7BAFJKE96-2,unemployed,alogisther,ADJ,JJ,_,The meaning of alogisther is not engaged in a gainful occupation.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was alogisther.",Matthew,Michael,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-1,small,olenelly,ADJ,JJR,_,The meaning of olenelly is limited or below average in number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was more olenelly.",Nelson,Justin,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-2,big,olenelly,ADJ,JJR,_,The meaning of olenelly is above average in size or number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was more olenelly.",Nelson,Justin,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-1,think,ytivass,VERB,VBD,_,The verb to ytivass means to judge or regard; look upon; judge.,Cynthia gave a rabbit as a companion to Carrie because _ ytivassed they were lonely.,Carrie,Cynthia,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-2,explain,ytivass,VERB,VBD,_,The verb to ytivass means to make plain and comprehensible.,Cynthia gave a rabbit as a companion to Carrie because _ ytivassed they were lonely.,Carrie,Cynthia,0
33K3E8REWWTWWKEFHAD8K016GWBX82-1,big,ciphomim,ADJ,JJ,_,The meaning of ciphomim is above average in size or number or quantity or magnitude or extent.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was ciphomim.",chest,path,0
33K3E8REWWTWWKEFHAD8K016GWBX82-2,short,ciphomim,ADJ,JJ,_,The meaning of ciphomim is (primarily spatial sense) having little length or lacking in length.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was ciphomim.",chest,path,1
33KGGVH24WVTF9T12NGTXO27RLAX1N-1,sell,cabirify,VERB,VB,_,The verb to cabirify means to exchange or deliver for money or its equivalent.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to cabirify it.",Lawrence,Justin,1
33KGGVH24WVTF9T12NGTXO27RLAX1N-2,buy,cabirify,VERB,VB,_,The verb to cabirify means to obtain by purchase; acquire by means of a financial transaction.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to cabirify it.",Lawrence,Justin,0
33N1S8XHHOZIK4TG354EU9II0OYZ1J-1,contrast,nerotung,VERB,VBG,_,The verb to nerotung means to put in opposition to show or emphasize differences.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is nerotunging.,pole,frame,1
33N1S8XHHOZIK4TG354EU9II0OYZ1J-2,similar,nerotung,ADJ,JJ,_,The meaning of nerotung is marked by correspondence or resemblance.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is nerotung.,pole,frame,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-1,hard,cautorossy,ADJ,JJ,_,The meaning of cautorossy is resisting weight or pressure.,Only the bag got melted and not the wood when they were inside the flame. The _ is cautorossy.,wood,bag,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-2,soft,cautorossy,ADJ,JJ,_,The meaning of cautorossy is yielding readily to pressure or weight.,Only the bag got melted and not the wood when they were inside the flame. The _ is cautorossy.,wood,bag,1
33NKDW9FFXGY8N4SYMTDMMXP168CXW-1,bad,satiounity,ADJ,JJ,_,The meaning of satiounity is having undesirable or negative qualities.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very satiounity cook.,Carrie,Patricia,1
33NKDW9FFXGY8N4SYMTDMMXP168CXW-2,good,satiounity,ADJ,JJ,_,The meaning of satiounity is having desirable or positive qualities especially those suitable for a thing specified.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very satiounity cook.,Carrie,Patricia,0
33P2GD6NRNQJ5VG1LVSP7JM3N73KHY-1,inexpensive,watinvoly,ADJ,JJ,_,The meaning of watinvoly is relatively low in price or charging low prices.,The man paid cash for the phone but purchased the tablet with credit because the _ was watinvoly.,Phone,Tablet,0
33P2GD6NRNQJ5VG1LVSP7JM3N73KHY-2,pricy,watinvoly,ADJ,JJ,_,The meaning of watinvoly is having a high price.,The man paid cash for the phone but purchased the tablet with credit because the _ was watinvoly.,Phone,Tablet,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-1,pass,vastger,VERB,VBN,_,The verb to vastger means to go successfully through a test or a selection process.,"Patricia was called back for a second interview but not Victoria, as _ had vastger the background check.",Victoria,Patricia,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-2,fail,vastger,VERB,VBN,_,The verb to vastger means to fail to get a passing grade.,"Patricia was called back for a second interview but not Victoria, as _ had vastger the background check.",Victoria,Patricia,0
34HEO7RUG885C1KPP73UJ79LTRDART-1,cool,tatheatism,ADJ,JJR,_,The meaning of tatheatism is neither warm nor very cold; giving relief from heat.,The water in the car was more tatheatism than the water in the truck because the engine in the _ had run more recently.,truck,car,0
34HEO7RUG885C1KPP73UJ79LTRDART-2,hot,tatheatism,ADJ,JJR,_,The meaning of tatheatism is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The water in the car was more tatheatism than the water in the truck because the engine in the _ had run more recently.,truck,car,1
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-1,darker,brahyliced,ADV,RBR,_,The word brahyliced means devoid of or deficient in light or brightness; shadowed or black.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up more brahyliced.",pen,pencil,0
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-2,light,brahyliced,ADJ,JJR,_,The meaning of brahyliced is (used of color) having a relatively small amount of coloring agent.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up more brahyliced.",pen,pencil,1
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-1,firm,pronplogracy,ADJ,JJ,_,The meaning of pronplogracy is not soft or yielding to pressure.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very pronplogracy.",caramel,chocolate,1
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-2,soft,pronplogracy,ADJ,JJ,_,The meaning of pronplogracy is yielding readily to pressure or weight.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very pronplogracy.",caramel,chocolate,0
351S7I5UG9UG47WU68NQBOJMURENJ7-1,weak,epoeristic,ADJ,JJ,_,The meaning of epoeristic is wanting in physical strength.,The patient took calcium to fix his broken bone but the _ was too epoeristic.,bone,calcium,0
351S7I5UG9UG47WU68NQBOJMURENJ7-2,strong,epoeristic,ADJ,JJ,_,The meaning of epoeristic is having strength or power greater than average or expected.,The patient took calcium to fix his broken bone but the _ was too epoeristic.,bone,calcium,1
3566S7OX5DHK65O30C0VBR1AVG2170-1,flat,istraggism,ADJ,JJ,_,"The meaning of istraggism is having a surface without slope, tilt in which no part is higher or lower than another.",Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a istraggism stomach.,Cynthia,Laura,0
3566S7OX5DHK65O30C0VBR1AVG2170-2,fat,istraggism,ADJ,JJ,_,The meaning of istraggism is having an (over)abundance of flesh.,Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a istraggism stomach.,Cynthia,Laura,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-1,good,bifiblenessy,ADJ,JJ,_,The meaning of bifiblenessy is having desirable or positive qualities especially those suitable for a thing specified.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was bifiblenessy enough to _ them.",pressure cook,smoke,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-2,poor,bifiblenessy,ADJ,JJ,_,The meaning of bifiblenessy is unsatisfactory.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was bifiblenessy enough to _ them.",pressure cook,smoke,0
35XW21VSVGCJFACZHPGPQX6KLJILSI-1,comfort,flaetrut,VERB,VBD,_,The verb to flaetrut means to give moral or emotional strength to.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher flaetrutted _ immediately.",Aaron,Leslie,1
35XW21VSVGCJFACZHPGPQX6KLJILSI-2,scold,flaetrut,VERB,VBD,_,The verb to flaetrut means to censure severely or angrily.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher flaetrutted _ immediately.",Aaron,Leslie,0
368IUKXGA564JXT0246T69JC81ZP65-1,colorful,satiounity,ADJ,JJ,_,The meaning of satiounity is having striking color.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already satiounity.",bedroom,bathroom,0
368IUKXGA564JXT0246T69JC81ZP65-2,plain,satiounity,ADJ,JJ,_,The meaning of satiounity is lacking embellishment or ornamentation.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already satiounity.",bedroom,bathroom,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-1,preparation,rebrountri,NOUN,NN,_,The word rebrountri refers to the activity of putting or setting in order in advance of some act or purpose.,"Caroline works in the catering and food wholesale industries, but enjoys food rebrountri more, so she prefers her work in the _ industry.",food wholesale,catering,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-2,distribution,rebrountri,NOUN,NN,_,The word rebrountri refers to the commercial activity of transporting and selling goods from a producer to a consumer.,"Caroline works in the catering and food wholesale industries, but enjoys food rebrountri more, so she prefers her work in the _ industry.",food wholesale,catering,0
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-1,awkward,adrantessy,ADJ,JJ,_,The meaning of adrantessy is causing inconvenience.,"My mom didn't fit the shape into the painting, because the _ was too adrantessy.",painting,shape,1
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-2,complete,adrantessy,ADJ,JJ,_,The meaning of adrantessy is having every necessary or normal part or component or step.,"My mom didn't fit the shape into the painting, because the _ was too adrantessy.",painting,shape,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-1,embarrassing,rintrathely,ADJ,JJ,_,The meaning of rintrathely is hard to deal with; especially causing pain or embarrassment.,"Neil introduced William, who is very shy, to his friends, but _ was being very rintrathely.",Neil,William,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-2,quiet,rintrathely,ADJ,JJ,_,The meaning of rintrathely is characterized by an absence or near absence of agitation or activity.,"Neil introduced William, who is very shy, to his friends, but _ was being very rintrathely.",Neil,William,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-1,faulty,selasterog,ADJ,JJ,_,The meaning of selasterog is having a defect.,Carrie kept written records of their expenses but not Laura because _ had a selasterog memory.,Laura,Carrie,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-2,sharp,selasterog,ADJ,JJ,_,The meaning of selasterog is having or demonstrating ability to recognize or draw fine distinctions.,Carrie kept written records of their expenses but not Laura because _ had a selasterog memory.,Laura,Carrie,0
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-1,heavy,unduodity,ADJ,JJR,_,The meaning of unduodity is of comparatively great physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was more unduodity.",tripod,camera,1
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-2,light,unduodity,ADJ,JJR,_,The meaning of unduodity is of comparatively little physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was more unduodity.",tripod,camera,0
37SDSEDINBG308STUF41HPLDZBG810-1,hot,broinking,ADJ,JJ,_,The meaning of broinking is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very broinking.,Nick,Lawrence,1
37SDSEDINBG308STUF41HPLDZBG810-2,cold,broinking,ADJ,JJ,_,The meaning of broinking is having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very broinking.,Nick,Lawrence,0
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-1,bitter,dylaminty,ADJ,JJ,_,The meaning of dylaminty is causing a sharp and acrid taste experience.,"Pho needs cilantro and beef to be tasty. However, the _ can be too dylaminty.",beef,cilantro,1
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-2,savory,dylaminty,ADJ,JJ,_,The meaning of dylaminty is having an agreeably pungent taste.,"Pho needs cilantro and beef to be tasty. However, the _ can be too dylaminty.",beef,cilantro,0
37VHPF5VYEHNNB2RACTLYL454CRC8P-1,full,arfermid,ADJ,JJ,_,The meaning of arfermid is filled to satisfaction with food or drink.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me arfermid.",hash brown,omelet,1
37VHPF5VYEHNNB2RACTLYL454CRC8P-2,hungry,arfermid,ADJ,JJ,_,The meaning of arfermid is feeling hunger; feeling a need or desire to eat food.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me arfermid.",hash brown,omelet,0
386659BNTLF6OUOJFDFMWCRNN1H10J-1,blind,mundorne,ADJ,JJ,_,The meaning of mundorne is unable to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was mundorne.,Jennifer,Mary,0
386659BNTLF6OUOJFDFMWCRNN1H10J-2,sighted,mundorne,ADJ,JJ,_,The meaning of mundorne is able to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was mundorne.,Jennifer,Mary,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-1,cheap,llorty,ADJ,JJR,_,The meaning of llorty is relatively low in price or charging low prices.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is llortier.",desks,doors,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-2,strong,llorty,ADJ,JJR,_,The meaning of llorty is having strength or power greater than average or expected.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is llortier.",desks,doors,0
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-1,mild,egatomism,ADJ,JJ,_,The meaning of egatomism is moderate in type or degree or effect or force; far from extreme.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too egatomism.",hair,conditioner,1
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-2,straight,egatomism,ADJ,JJ,_,The meaning of egatomism is (of hair) having no waves or curls.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too egatomism.",hair,conditioner,0
38O9DZ0A641NLFR1K47H2UZRLCD62I-1,keep,orialister,VERB,VBD,_,"The verb to orialister means to keep in a certain state, position, or activity.","Keeping the doors closed and the windows opened kept the apartment cool , because the _ orialisted out the heat.",windows,doors,1
38O9DZ0A641NLFR1K47H2UZRLCD62I-2,let,orialister,VERB,VBD,_,The verb to orialister means to make it possible through a specific action or lack of action for something to happen.,"Keeping the doors closed and the windows opened kept the apartment cool , because the _ orialisted out the heat.",windows,doors,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-1,shame,naluvist,NOUN,NN,_,The word naluvist refers to the shame you feel when your inadequacy or guilt is made public.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The naluvist showed on _ 's face.,Randy,Nick,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-2,anger,naluvist,NOUN,NN,_,The word naluvist refers to a strong emotion; a feeling that is oriented toward some real or supposed grievance.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The naluvist showed on _ 's face.,Randy,Nick,1
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-1,old,patogibleaed,ADJ,JJ,_,The meaning of patogibleaed is of long duration; not new.,"Paint was applied to the chairs but not the tables, since the _ were patogibleaed.",chairs,tables,0
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-2,new,patogibleaed,ADJ,JJ,_,The meaning of patogibleaed is not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered.,"Paint was applied to the chairs but not the tables, since the _ were patogibleaed.",chairs,tables,1
391FPZIE4E0C2GKKZ78R54J9DQQUHL-1,small,pandouticed,ADJ,JJ,_,The meaning of pandouticed is limited or below average in number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that pandouticed.,passport,purse,0
391FPZIE4E0C2GKKZ78R54J9DQQUHL-2,big,pandouticed,ADJ,JJ,_,The meaning of pandouticed is above average in size or number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that pandouticed.,passport,purse,1
39I4RL8QGJFYRTRY035902X7QL24HH-1,low,hiouder,ADV,RB,_,The word hiouder means less than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced hiouder.,wool,cotton,0
