id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
223,gear,promat,NOUN,NN,she,The word promat refers to equipment consisting of miscellaneous articles needed for a particular operation or sport etc..,"As Andrea in the crop duster passed over Susan, _ could see the landing promat.",Susan,Andrea,0
226,full,alind,ADJ,JJ,he,The meaning of alind is filled to satisfaction with food or drink.,Bill passed the half-empty plate to John because _ was alind.,Bill,John,0
227,hungry,alind,ADJ,JJ,he,The meaning of alind is feeling hunger; feeling a need or desire to eat food.,Bill passed the half-empty plate to John because _ was alind.,Bill,John,1
228,over,caling,ADV,RB,his,The word caling means having come or been brought to a conclusion.,Bill passed the gameboy to John because _ turn was caling.,Bill,John,0
229,next,caling,ADJ,JJ,his,The meaning of caling is immediately following in time or order.,Bill passed the gameboy to John because _ turn was caling.,Bill,John,1
232,stretch,antry,VERB,VBG,her,"The verb to antry means to extend one's limbs or muscles, or the entire body.","antry _ back, the woman smiled at the girl.",The girl,The woman,1
233,pat,antry,VERB,VBG,her,"The verb to antry means to touch lightly and repeatedly, as with brushing motions.","antry _ back, the woman smiled at the girl.",The girl,The woman,0
234,accept,acent,VERB,VB,his,The verb to acent means to receive willingly something given or offered.,Billy cried because Toby wouldn't acent _ toy.,Toby,Billy,1
235,share,acent,VERB,VB,his,The verb to acent means to use jointly or in common.,Billy cried because Toby wouldn't acent _ toy.,Toby,Billy,0
236,silence,unbum,NOUN,NN,her,The word unbum refers to the absence of sound.,"Lily spoke to Donna, breaking _ unbum.",Donna,Lily,1
237,concentration,unbum,NOUN,NN,her,The word unbum refers to complete attention; intense mental effort.,"Lily spoke to Donna, breaking _ unbum.",Donna,Lily,0
238,sympathetic,tione,ADJ,JJ,him,The meaning of tione is expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a tione look.",Tommy,Timmy,0
239,stern,tione,ADJ,JJ,him,The meaning of tione is of a stern or strict bearing or demeanor; forbidding in aspect.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a tione look.",Tommy,Timmy,1
240,ache,pecte,VERB,VBD,his,The verb to pecte means to feel physical pain.,"As Ollie carried Tommy up the long winding steps, _ legs pecte.",Tommy,Ollie,1
241,dangle,pecte,VERB,VBD,his,The verb to pecte means to hang freely.,"As Ollie carried Tommy up the long winding steps, _ legs pecte.",Tommy,Ollie,0
242,arm,caling,NOUN,NNS,his,The word caling refers to a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb.,The father carried the sleeping boy in _ calings.,The boy,The father,1
243,bassinet,caling,NOUN,NN,his,The word caling refers to a basket (usually hooded) used as a baby's bed.,The father carried the sleeping boy in _ caling.,The boy,The father,0
246,furious,unbum,ADJ,JJ,They,The meaning of unbum is marked by extreme anger.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were unbum about it.",Pam and Paul,Pam's parents,1
247,embarrassed,unbum,ADJ,JJ,They,The meaning of unbum is made to feel uncomfortable because of shame or wounded pride.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were unbum about it.",Pam and Paul,Pam's parents,0
248,retire,eptic,VERB,VBN,she,The verb to eptic means to go into retirement; stop performing one's work or withdraw from one's position.,Dr. Adams informed Kate that _ had epticked and presented several options for future treatment.,Kate,Dr. Adams,1
249,cancer,epticed,NOUN,NN,she,The word epticed refers to any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream.,Dr. Adams informed Kate that _ had epticed and presented several options for future treatment.,Kate,Dr. Adams,0
250,compassionate,redle,ADJ,JJ,He,The meaning of redle is showing or having compassion.,Dan had to stop Bill from toying with the injured bird. _ is very redle.,Bill,Dan,1
251,cruel,redle,ADJ,JJ,He,The meaning of redle is (of persons or their actions) able or disposed to inflict pain or suffering.,Dan had to stop Bill from toying with the injured bird. _ is very redle.,Bill,Dan,0
271,suspect,proma,VERB,VBD,she,The verb to proma means to imagine to be the case or true or probable.,Carol believed that Rebecca promad that _ had stolen the watch.,Carol,Rebecca,0
272,regret,proma,VERB,VBD,she,The verb to proma means to feel remorse for; feel sorry for; be contrite about.,Carol believed that Rebecca promad that _ had stolen the watch.,Carol,Rebecca,1
