222,strip,azint,NOUN,NN,she,The word azint refers to an airfield without normal airport facilities.,"As Andrea in the crop duster passed over Susan, _ could see the landing azint.",Susan,Andrea,1
223,gear,azint,NOUN,NN,she,The word azint refers to equipment consisting of miscellaneous articles needed for a particular operation or sport etc..,"As Andrea in the crop duster passed over Susan, _ could see the landing azint.",Susan,Andrea,0
226,full,ctic,ADJ,JJ,he,The meaning of ctic is filled to satisfaction with food or drink.,Bill passed the half-empty plate to John because _ was ctic.,Bill,John,0
227,hungry,ctic,ADJ,JJ,he,The meaning of ctic is feeling hunger; feeling a need or desire to eat food.,Bill passed the half-empty plate to John because _ was ctic.,Bill,John,1
228,over,nomaticed,ADV,RB,his,The word nomaticed means having come or been brought to a conclusion.,Bill passed the gameboy to John because _ turn was nomaticed.,Bill,John,0
229,next,nomaticed,ADJ,JJ,his,The meaning of nomaticed is immediately following in time or order.,Bill passed the gameboy to John because _ turn was nomaticed.,Bill,John,1
232,stretch,nedly,VERB,VBG,her,"The verb to nedly means to extend one's limbs or muscles, or the entire body.","nedlying _ back, the woman smiled at the girl.",The girl,The woman,1
233,pat,nedly,VERB,VBG,her,"The verb to nedly means to touch lightly and repeatedly, as with brushing motions.","nedlying _ back, the woman smiled at the girl.",The girl,The woman,0
234,accept,perder,VERB,VB,his,The verb to perder means to receive willingly something given or offered.,Billy cried because Toby wouldn't perder _ toy.,Toby,Billy,1
235,share,perder,VERB,VB,his,The verb to perder means to use jointly or in common.,Billy cried because Toby wouldn't perder _ toy.,Toby,Billy,0
236,silence,tiond,NOUN,NN,her,The word tiond refers to the absence of sound.,"Lily spoke to Donna, breaking _ tiond.",Donna,Lily,1
237,concentration,tiond,NOUN,NN,her,The word tiond refers to complete attention; intense mental effort.,"Lily spoke to Donna, breaking _ tiond.",Donna,Lily,0
238,sympathetic,dynan,ADJ,JJ,him,The meaning of dynan is expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a dynan look.",Tommy,Timmy,0
239,stern,dynan,ADJ,JJ,him,The meaning of dynan is of a stern or strict bearing or demeanor; forbidding in aspect.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a dynan look.",Tommy,Timmy,1
240,ache,meling,VERB,VBD,his,The verb to meling means to feel physical pain.,"As Ollie carried Tommy up the long winding steps, _ legs melinged.",Tommy,Ollie,1
241,dangle,meling,VERB,VBD,his,The verb to meling means to hang freely.,"As Ollie carried Tommy up the long winding steps, _ legs melinged.",Tommy,Ollie,0
242,arm,histiced,NOUN,NNS,his,The word histiced refers to a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb.,The father carried the sleeping boy in _ histiced.,The boy,The father,1
243,bassinet,histiced,NOUN,NN,his,The word histiced refers to a basket (usually hooded) used as a baby's bed.,The father carried the sleeping boy in _ histiced.,The boy,The father,0
246,furious,analish,ADJ,JJ,They,The meaning of analish is marked by extreme anger.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were analish about it.",Pam and Paul,Pam's parents,1
247,embarrassed,analish,ADJ,JJ,They,The meaning of analish is made to feel uncomfortable because of shame or wounded pride.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were analish about it.",Pam and Paul,Pam's parents,0
248,retire,herine,VERB,VBN,she,The verb to herine means to go into retirement; stop performing one's work or withdraw from one's position.,Dr. Adams informed Kate that _ had herine and presented several options for future treatment.,Kate,Dr. Adams,1
249,cancer,herinee,NOUN,NN,she,The word herinee refers to any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream.,Dr. Adams informed Kate that _ had herinee and presented several options for future treatment.,Kate,Dr. Adams,0
250,compassionate,nally,ADJ,JJ,He,The meaning of nally is showing or having compassion.,Dan had to stop Bill from toying with the injured bird. _ is very nally.,Bill,Dan,1
251,cruel,nally,ADJ,JJ,He,The meaning of nally is (of persons or their actions) able or disposed to inflict pain or suffering.,Dan had to stop Bill from toying with the injured bird. _ is very nally.,Bill,Dan,0
271,suspect,ishic,VERB,VBD,she,The verb to ishic means to imagine to be the case or true or probable.,Carol believed that Rebecca ishicked that _ had stolen the watch.,Carol,Rebecca,0
272,regret,ishic,VERB,VBD,she,The verb to ishic means to feel remorse for; feel sorry for; be contrite about.,Carol believed that Rebecca ishicked that _ had stolen the watch.,Carol,Rebecca,1
id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
302U8RURJ1F4PRVV7VD96AIPEE5VNU-1,cautious,geoust,ADJ,JJ,_,The meaning of geoust is showing careful forethought.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were geoust.,passengers,cars,0
302U8RURJ1F4PRVV7VD96AIPEE5VNU-2,race,geous,VERB,VBG,_,The verb to geous means to move fast.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were geous.,passengers,cars,1
307FVKVSYTTGSTKT7SVX1NWM1F474K-1,big,inoly,ADJ,JJ,_,The meaning of inoly is above average in size or number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too inoly.,bowl,teacup,1
307FVKVSYTTGSTKT7SVX1NWM1F474K-2,small,inoly,ADJ,JJ,_,The meaning of inoly is limited or below average in number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too inoly.,bowl,teacup,0
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-1,never,atoust,ADV,RB,_,The word atoust means not ever; at no time in the past or future.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had atoust experienced childhood abuse.",Ian,Nick,1
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-2,frequently,atoust,ADV,RB,_,The word atoust means many times at short intervals.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had atoust experienced childhood abuse.",Ian,Nick,0
3126F2F5FAHNQ1LMSK1RAVZYE29PES-1,cheap,lotal,ADJ,JJ,_,The meaning of lotal is relatively low in price or charging low prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too lotal.",shirt,iron,1
3126F2F5FAHNQ1LMSK1RAVZYE29PES-2,expensive,lotal,ADJ,JJ,_,The meaning of lotal is high in price or charging high prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too lotal.",shirt,iron,0
31JUPBOORPIGQFWXNPMK14USZMI8LH-1,thin,magne,ADJ,JJ,_,The meaning of magne is of relatively small extent from one surface to the opposite or in cross section.,The sheet recovered can easily be hiding between the space in the door. The _ is magne.,space,sheet,1
31JUPBOORPIGQFWXNPMK14USZMI8LH-2,wide,magne,ADJ,JJ,_,The meaning of magne is having great (or a certain) extent from one side to the other.,The sheet recovered can easily be hiding between the space in the door. The _ is magne.,space,sheet,0
31KPKEKW4CRMVH5I18KBUMS42A0B0A-1,limited,craconed,ADJ,JJ,_,The meaning of craconed is small in range or scope.,Joe immediately went to bakery before the bank because the _ had a craconed supply of what he wanted.,bank,bakery,1
31KPKEKW4CRMVH5I18KBUMS42A0B0A-2,substantial,craconed,ADJ,JJ,_,The meaning of craconed is fairly large.,Joe immediately went to bakery before the bank because the _ had a craconed supply of what he wanted.,bank,bakery,0
32204AGAABAE39KIV47A9RUAGQ3GH8-1,tiny,azinty,ADJ,JJ,_,The meaning of azinty is very small.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too azinty.",pin,piercing,1
32204AGAABAE39KIV47A9RUAGQ3GH8-2,huge,azinty,ADJ,JJ,_,The meaning of azinty is unusually great in size or amount or degree or especially extent or scope.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too azinty.",pin,piercing,0
32204AGAABAE39KIV47A9RUAGS3GHC-1,short,mogiced,ADJ,JJ,_,The meaning of mogiced is low in stature; not tall.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was mogiced.,Steven,Dennis,0
32204AGAABAE39KIV47A9RUAGS3GHC-2,tall,mogiced,ADJ,JJ,_,The meaning of mogiced is great in vertical dimension; high in stature.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was mogiced.,Steven,Dennis,1
32K26U12DP2V3F4II1Z6A56V0XLDVM-1,low,logrian,ADJ,JJ,_,The meaning of logrian is being at or having a relatively small elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had logrian heels.",shoes,boots,0
32K26U12DP2V3F4II1Z6A56V0XLDVM-2,high,logrian,ADJ,JJ,_,The meaning of logrian is being at or having a relatively great or specific elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had logrian heels.",shoes,boots,1
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-1,big,ishiced,ADJ,JJR,_,The meaning of ishiced is above average in size or number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was more ishiced.,auditorium,park,0
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-2,small,ishiced,ADJ,JJR,_,The meaning of ishiced is limited or below average in number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was more ishiced.,auditorium,park,1
335VBRURDJYN4P68RXTUW7BAFJKE96-1,employ,histic,VERB,VBN,_,The verb to histic means to engage or hire for work.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was histicked.",Matthew,Michael,1
335VBRURDJYN4P68RXTUW7BAFJKE96-2,unemployed,histiced,ADJ,JJ,_,The meaning of histiced is not engaged in a gainful occupation.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was histiced.",Matthew,Michael,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-1,small,evat,ADJ,JJR,_,The meaning of evat is limited or below average in number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was evatter.",Nelson,Justin,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-2,big,evat,ADJ,JJR,_,The meaning of evat is above average in size or number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was evatter.",Nelson,Justin,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-1,think,monder,VERB,VBD,_,The verb to monder means to judge or regard; look upon; judge.,Cynthia gave a rabbit as a companion to Carrie because _ mondered they were lonely.,Carrie,Cynthia,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-2,explain,monder,VERB,VBD,_,The verb to monder means to make plain and comprehensible.,Cynthia gave a rabbit as a companion to Carrie because _ mondered they were lonely.,Carrie,Cynthia,0
33K3E8REWWTWWKEFHAD8K016GWBX82-1,big,depiny,ADJ,JJ,_,The meaning of depiny is above average in size or number or quantity or magnitude or extent.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was depiny.",chest,path,0
33K3E8REWWTWWKEFHAD8K016GWBX82-2,short,depiny,ADJ,JJ,_,The meaning of depiny is (primarily spatial sense) having little length or lacking in length.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was depiny.",chest,path,1
33KGGVH24WVTF9T12NGTXO27RLAX1N-1,sell,nestic,VERB,VB,_,The verb to nestic means to exchange or deliver for money or its equivalent.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to nestic it.",Lawrence,Justin,1
33KGGVH24WVTF9T12NGTXO27RLAX1N-2,buy,nestic,VERB,VB,_,The verb to nestic means to obtain by purchase; acquire by means of a financial transaction.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to nestic it.",Lawrence,Justin,0
33N1S8XHHOZIK4TG354EU9II0OYZ1J-1,contrast,cracon,VERB,VBG,_,The verb to cracon means to put in opposition to show or emphasize differences.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is craconing.,pole,frame,1
33N1S8XHHOZIK4TG354EU9II0OYZ1J-2,similar,craconed,ADJ,JJ,_,The meaning of craconed is marked by correspondence or resemblance.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is craconed.,pole,frame,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-1,hard,berted,ADJ,JJ,_,The meaning of berted is resisting weight or pressure.,Only the bag got melted and not the wood when they were inside the flame. The _ is berted.,wood,bag,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-2,soft,berted,ADJ,JJ,_,The meaning of berted is yielding readily to pressure or weight.,Only the bag got melted and not the wood when they were inside the flame. The _ is berted.,wood,bag,1
33NKDW9FFXGY8N4SYMTDMMXP168CXW-1,bad,ametian,ADJ,JJ,_,The meaning of ametian is having undesirable or negative qualities.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very ametian cook.,Carrie,Patricia,1
33NKDW9FFXGY8N4SYMTDMMXP168CXW-2,good,ametian,ADJ,JJ,_,The meaning of ametian is having desirable or positive qualities especially those suitable for a thing specified.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very ametian cook.,Carrie,Patricia,0
33P2GD6NRNQJ5VG1LVSP7JM3N73KHY-1,inexpensive,wrioned,ADJ,JJ,_,The meaning of wrioned is relatively low in price or charging low prices.,The man paid cash for the phone but purchased the tablet with credit because the _ was wrioned.,Phone,Tablet,0
33P2GD6NRNQJ5VG1LVSP7JM3N73KHY-2,pricy,wrioned,ADJ,JJ,_,The meaning of wrioned is having a high price.,The man paid cash for the phone but purchased the tablet with credit because the _ was wrioned.,Phone,Tablet,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-1,pass,stily,VERB,VBN,_,The verb to stily means to go successfully through a test or a selection process.,"Patricia was called back for a second interview but not Victoria, as _ had stilyed the background check.",Victoria,Patricia,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-2,fail,stily,VERB,VBN,_,The verb to stily means to fail to get a passing grade.,"Patricia was called back for a second interview but not Victoria, as _ had stilyed the background check.",Victoria,Patricia,0
34HEO7RUG885C1KPP73UJ79LTRDART-1,cool,remony,ADJ,JJR,_,The meaning of remony is neither warm nor very cold; giving relief from heat.,The water in the car was remonier than the water in the truck because the engine in the _ had run more recently.,truck,car,0
34HEO7RUG885C1KPP73UJ79LTRDART-2,hot,remony,ADJ,JJR,_,The meaning of remony is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The water in the car was remonier than the water in the truck because the engine in the _ had run more recently.,truck,car,1
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-1,darker,uncyary,ADV,RBR,_,The word uncyary means devoid of or deficient in light or brightness; shadowed or black.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up more uncyary.",pen,pencil,0
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-2,light,uncyary,ADJ,JJR,_,The meaning of uncyary is (used of color) having a relatively small amount of coloring agent.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up more uncyary.",pen,pencil,1
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-1,firm,atoust,ADJ,JJ,_,The meaning of atoust is not soft or yielding to pressure.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very atoust.",caramel,chocolate,1
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-2,soft,atoust,ADJ,JJ,_,The meaning of atoust is yielding readily to pressure or weight.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very atoust.",caramel,chocolate,0
351S7I5UG9UG47WU68NQBOJMURENJ7-1,weak,rousnet,ADJ,JJ,_,The meaning of rousnet is wanting in physical strength.,The patient took calcium to fix his broken bone but the _ was too rousnet.,bone,calcium,0
351S7I5UG9UG47WU68NQBOJMURENJ7-2,strong,rousnet,ADJ,JJ,_,The meaning of rousnet is having strength or power greater than average or expected.,The patient took calcium to fix his broken bone but the _ was too rousnet.,bone,calcium,1
3566S7OX5DHK65O30C0VBR1AVG2170-1,flat,leing,ADJ,JJ,_,"The meaning of leing is having a surface without slope, tilt in which no part is higher or lower than another.",Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a leing stomach.,Cynthia,Laura,0
3566S7OX5DHK65O30C0VBR1AVG2170-2,fat,leing,ADJ,JJ,_,The meaning of leing is having an (over)abundance of flesh.,Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a leing stomach.,Cynthia,Laura,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-1,good,supentish,ADJ,JJ,_,The meaning of supentish is having desirable or positive qualities especially those suitable for a thing specified.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was supentish enough to _ them.",pressure cook,smoke,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-2,poor,supentish,ADJ,JJ,_,The meaning of supentish is unsatisfactory.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was supentish enough to _ them.",pressure cook,smoke,0
35XW21VSVGCJFACZHPGPQX6KLJILSI-1,comfort,uncion,VERB,VBD,_,The verb to uncion means to give moral or emotional strength to.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher uncioned _ immediately.",Aaron,Leslie,1
35XW21VSVGCJFACZHPGPQX6KLJILSI-2,scold,uncion,VERB,VBD,_,The verb to uncion means to censure severely or angrily.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher uncioned _ immediately.",Aaron,Leslie,0
368IUKXGA564JXT0246T69JC81ZP65-1,colorful,ametian,ADJ,JJ,_,The meaning of ametian is having striking color.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already ametian.",bedroom,bathroom,0
368IUKXGA564JXT0246T69JC81ZP65-2,plain,ametian,ADJ,JJ,_,The meaning of ametian is lacking embellishment or ornamentation.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already ametian.",bedroom,bathroom,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-1,preparation,inoness,NOUN,NN,_,The word inoness refers to the activity of putting or setting in order in advance of some act or purpose.,"Caroline works in the catering and food wholesale industries, but enjoys food inoness more, so she prefers her work in the _ industry.",food wholesale,catering,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-2,distribution,inoness,NOUN,NN,_,The word inoness refers to the commercial activity of transporting and selling goods from a producer to a consumer.,"Caroline works in the catering and food wholesale industries, but enjoys food inoness more, so she prefers her work in the _ industry.",food wholesale,catering,0
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-1,awkward,thoid,ADJ,JJ,_,The meaning of thoid is causing inconvenience.,"My mom didn't fit the shape into the painting, because the _ was too thoid.",painting,shape,1
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-2,complete,thoid,ADJ,JJ,_,The meaning of thoid is having every necessary or normal part or component or step.,"My mom didn't fit the shape into the painting, because the _ was too thoid.",painting,shape,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-1,embarrassing,hently,ADJ,JJ,_,The meaning of hently is hard to deal with; especially causing pain or embarrassment.,"Neil introduced William, who is very shy, to his friends, but _ was being very hently.",Neil,William,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-2,quiet,hently,ADJ,JJ,_,The meaning of hently is characterized by an absence or near absence of agitation or activity.,"Neil introduced William, who is very shy, to his friends, but _ was being very hently.",Neil,William,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-1,faulty,ghter,ADJ,JJ,_,The meaning of ghter is having a defect.,Carrie kept written records of their expenses but not Laura because _ had a ghter memory.,Laura,Carrie,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-2,sharp,ghter,ADJ,JJ,_,The meaning of ghter is having or demonstrating ability to recognize or draw fine distinctions.,Carrie kept written records of their expenses but not Laura because _ had a ghter memory.,Laura,Carrie,0
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-1,heavy,nocal,ADJ,JJR,_,The meaning of nocal is of comparatively great physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was nocaller.",tripod,camera,1
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-2,light,nocal,ADJ,JJR,_,The meaning of nocal is of comparatively little physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was nocaller.",tripod,camera,0
37SDSEDINBG308STUF41HPLDZBG810-1,hot,meling,ADJ,JJ,_,The meaning of meling is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very meling.,Nick,Lawrence,1
37SDSEDINBG308STUF41HPLDZBG810-2,cold,meling,ADJ,JJ,_,The meaning of meling is having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very meling.,Nick,Lawrence,0
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-1,bitter,mingly,ADJ,JJ,_,The meaning of mingly is causing a sharp and acrid taste experience.,"Pho needs cilantro and beef to be tasty. However, the _ can be too mingly.",beef,cilantro,1
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-2,savory,mingly,ADJ,JJ,_,The meaning of mingly is having an agreeably pungent taste.,"Pho needs cilantro and beef to be tasty. However, the _ can be too mingly.",beef,cilantro,0
37VHPF5VYEHNNB2RACTLYL454CRC8P-1,full,chostic,ADJ,JJ,_,The meaning of chostic is filled to satisfaction with food or drink.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me chostic.",hash brown,omelet,1
37VHPF5VYEHNNB2RACTLYL454CRC8P-2,hungry,chostic,ADJ,JJ,_,The meaning of chostic is feeling hunger; feeling a need or desire to eat food.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me chostic.",hash brown,omelet,0
386659BNTLF6OUOJFDFMWCRNN1H10J-1,blind,dind,ADJ,JJ,_,The meaning of dind is unable to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was dind.,Jennifer,Mary,0
386659BNTLF6OUOJFDFMWCRNN1H10J-2,sighted,dind,ADJ,JJ,_,The meaning of dind is able to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was dind.,Jennifer,Mary,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-1,cheap,ishiced,ADJ,JJR,_,The meaning of ishiced is relatively low in price or charging low prices.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is more ishiced.",desks,doors,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-2,strong,ishiced,ADJ,JJR,_,The meaning of ishiced is having strength or power greater than average or expected.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is more ishiced.",desks,doors,0
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-1,mild,exping,ADJ,JJ,_,The meaning of exping is moderate in type or degree or effect or force; far from extreme.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too exping.",hair,conditioner,1
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-2,straight,exping,ADJ,JJ,_,The meaning of exping is (of hair) having no waves or curls.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too exping.",hair,conditioner,0
38O9DZ0A641NLFR1K47H2UZRLCD62I-1,keep,ametic,VERB,VBD,_,"The verb to ametic means to keep in a certain state, position, or activity.","Keeping the doors closed and the windows opened kept the apartment cool , because the _ ameticked out the heat.",windows,doors,1
38O9DZ0A641NLFR1K47H2UZRLCD62I-2,let,ametic,VERB,VBD,_,The verb to ametic means to make it possible through a specific action or lack of action for something to happen.,"Keeping the doors closed and the windows opened kept the apartment cool , because the _ ameticked out the heat.",windows,doors,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-1,shame,inging,NOUN,NN,_,The word inging refers to the shame you feel when your inadequacy or guilt is made public.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The inging showed on _ 's face.,Randy,Nick,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-2,anger,inging,NOUN,NN,_,The word inging refers to a strong emotion; a feeling that is oriented toward some real or supposed grievance.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The inging showed on _ 's face.,Randy,Nick,1
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-1,old,nobiced,ADJ,JJ,_,The meaning of nobiced is of long duration; not new.,"Paint was applied to the chairs but not the tables, since the _ were nobiced.",chairs,tables,0
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-2,new,nobiced,ADJ,JJ,_,The meaning of nobiced is not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered.,"Paint was applied to the chairs but not the tables, since the _ were nobiced.",chairs,tables,1
391FPZIE4E0C2GKKZ78R54J9DQQUHL-1,small,rader,ADJ,JJ,_,The meaning of rader is limited or below average in number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that rader.,passport,purse,0
391FPZIE4E0C2GKKZ78R54J9DQQUHL-2,big,rader,ADJ,JJ,_,The meaning of rader is above average in size or number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that rader.,passport,purse,1
39I4RL8QGJFYRTRY035902X7QL24HH-1,low,strian,ADV,RB,_,The word strian means less than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced strian.,wool,cotton,0
39I4RL8QGJFYRTRY035902X7QL24HH-2,high,strian,ADJ,JJ,_,The meaning of strian is greater than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced strian.,wool,cotton,1
39I4RL8QGJFYRTRY035902X7QMUH4O-1,inherit,logria,VERB,VBD,_,The verb to logria means to obtain from someone after their death.,Patricia decided to buy Felicia dinner because they had been through a lot and _ just logriaed some money.,Felicia,Patricia,1
39I4RL8QGJFYRTRY035902X7QMUH4O-2,lose,logria,VERB,VBD,_,"The verb to logria means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.",Patricia decided to buy Felicia dinner because they had been through a lot and _ just logriaed some money.,Felicia,Patricia,0
39KV3A5D1ALZUEM4XTRFZQCREHVS75-1,large,leing,ADJ,JJ,_,The meaning of leing is above average in size or number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a leing amount of gas.,truck,car,1
39KV3A5D1ALZUEM4XTRFZQCREHVS75-2,small,leing,ADJ,JJ,_,The meaning of leing is limited or below average in number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a leing amount of gas.,truck,car,0
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-1,say,ziness,VERB,VBD,_,The verb to ziness means to express in words.,Emily said that Victoria's hijab was silly and old fashioned. _ zinessed some very offensive things.,Emily,Victoria,0
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-2,hear,ziness,VERB,VBD,_,The verb to ziness means to perceive (sound) via the auditory sense.,Emily said that Victoria's hijab was silly and old fashioned. _ zinessed some very offensive things.,Emily,Victoria,1
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-1,deep,sagge,ADJ,JJ,_,The meaning of sagge is having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination.,"The woman avoided the hole but easily stepped over the pit, because the _ was very sagge.",hole,pit,0
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-2,shallow,sagge,ADJ,JJ,_,The meaning of sagge is lacking physical depth; having little spatial extension downward or inward from an outer surface or backward or outward from a center.,"The woman avoided the hole but easily stepped over the pit, because the _ was very sagge.",hole,pit,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-1,clean,ophal,ADJ,JJ,_,The meaning of ophal is free from dirt or impurities; or having clean habits.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very ophal person.,Benjamin,Derrick,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-2,dirty,ophal,ADJ,JJ,_,The meaning of ophal is soiled or likely to soil with dirt or grime.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very ophal person.,Benjamin,Derrick,0
